AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Rural,80,26.3,41.35,13.75,3.35,127.37,45.53,Low,88,27,25,68,63,12,Full Sun,Loamy,7.1,Moderate,Outdoor,Medium,Low,Regular,Air Purification,Gulmohar
Residential,105,41.88,54.76,10.99,5.02,159.83,46.64,High,13,53,30,25,33,8,Full Sun,Loamy,6.3,Moderate,Outdoor,Medium,Medium,Frequent,Shade,Karanj
Residential,75,34.92,52.31,6.49,1.63,129.73,51.98,Low,70,40,33,88,249,10,Full Shade,Clay,7.1,Moderate,Outdoor,Medium,Medium,Regular,Decoration,Gulmohar
Rural,99,39.39,44.94,7.97,1.34,146.43,49.06,Low,62,36,33,40,192,10,Full Sun,Sandy,6.3,Moderate,Outdoor,Medium,Low,Frequent,Edible,Neem
Urban,64,18.08,44.43,2.0,1.15,80.89,32.11,High,5,100,36,66,255,4,Full Sun,Clay,7.1,Poor,Indoor,Small,Medium,Regular,Decoration,Arjun
Urban,134,48.57,57.04,20.46,4.07,168.24,70.13,High,32,76,34,73,138,0,Full Sun,Loamy,6.8,Moderate,Indoor,Medium,High,Frequent,Edible,Jamun
Urban,85,25.43,58.31,8.84,5.25,133.33,58.12,Medium,38,72,33,49,130,14,Partial Shade,Loamy,6.0,Good,Outdoor,Large,Low,Frequent,Edible,Peepal
Rural,92,30.41,37.88,11.17,2.26,146.63,58.75,Low,64,12,19,83,366,13,Full Sun,Clay,7.2,Moderate,Outdoor,Medium,Low,Regular,Shade,Banyan
Urban,84,39.54,44.42,12.97,4.03,139.12,35.91,High,30,79,38,69,150,9,Full Sun,Clay,7.3,Poor,Outdoor,Large,Medium,Regular,Shade,Mango
Rural,68,17.24,34.85,13.67,4.51,101.52,52.46,High,48,87,22,33,201,9,Partial Shade,Loamy,6.1,Good,Outdoor,Medium,Medium,Regular,Shade,Jamun
Residential,86,43.39,52.04,8.84,2.19,131.06,41.91,Medium,25,70,37,59,121,7,Full Sun,Sandy,6.7,Good,Balcony,Medium,High,Regular,Air Purification,Arjun
Residential,79,31.37,48.02,5.46,5.18,73.38,38.42,Medium,56,46,28,32,65,19,Full Sun,Loamy,6.2,Moderate,Balcony,Small,Low,Rare,Decoration,Ashoka
Rural,69,21.97,24.64,8.12,3.7,126.9,42.38,Low,59,17,30,74,237,8,Full Sun,Loamy,6.8,Good,Outdoor,Small,Low,Regular,Edible,Neem
Residential,81,29.14,35.33,8.76,1.74,148.49,41.71,Medium,50,46,28,42,0,7,Full Shade,Loamy,6.7,Good,Balcony,Small,Medium,Regular,Decoration,Mango
Urban,43,12.08,39.07,3.64,1.46,118.88,27.53,Low,62,54,37,51,6,2,Partial Shade,Sandy,7.8,Good,Indoor,Small,Medium,Regular,Edible,Ashoka
Urban,114,36.34,52.67,7.21,3.0,142.86,51.26,High,5,87,23,91,235,8,Partial Shade,Loamy,6.7,Poor,Balcony,Medium,Medium,Frequent,Decoration,Gulmohar
Residential,103,36.43,53.77,12.83,3.47,133.47,51.84,High,29,91,25,36,164,10,Full Sun,Sandy,6.3,Good,Outdoor,Large,Medium,Rare,Shade,Arjun
Residential,104,34.35,39.12,16.66,4.48,172.22,48.3,Low,57,40,25,89,325,0,Full Shade,Sandy,5.4,Moderate,Indoor,Small,Medium,Rare,Decoration,Neem
Urban,51,13.23,23.45,13.6,1.31,124.94,39.52,Medium,31,79,25,45,110,11,Full Sun,Sandy,5.9,Good,Balcony,Medium,Medium,Regular,Air Purification,Neem
Rural,58,19.81,22.69,4.19,3.05,104.78,35.3,Medium,46,53,25,49,162,5,Full Sun,Loamy,6.6,Good,Outdoor,Medium,Medium,Frequent,Air Purification,Gulmohar
Urban,119,33.38,61.39,19.74,4.6,170.81,50.03,High,10,91,22,80,192,4,Partial Shade,Loamy,7.0,Moderate,Indoor,Small,Medium,Regular,Decoration,Karanj
Urban,150,43.87,72.9,11.1,3.67,207.91,57.45,Medium,87,54,30,70,122,1,Full Sun,Sandy,6.2,Good,Indoor,Medium,Medium,Regular,Air Purification,Banyan
Urban,112,31.27,60.83,12.68,4.68,138.18,56.77,High,15,80,32,58,105,10,Full Sun,Clay,6.2,Moderate,Outdoor,Large,High,Regular,Air Purification,Arjun
Urban,102,45.69,38.16,15.36,5.43,162.22,51.44,Low,59,56,29,63,121,5,Partial Shade,Loamy,6.6,Moderate,Indoor,Large,Low,Frequent,Air Purification,Ashoka
Residential,99,37.1,49.97,13.12,3.37,166.86,52.58,Medium,53,55,21,33,72,9,Full Sun,Loamy,7.3,Good,Outdoor,Small,Medium,Rare,Shade,Banyan
Residential,57,24.39,28.1,12.78,3.58,105.09,36.77,High,18,97,28,39,97,0,Partial Shade,Loamy,6.7,Good,Indoor,Medium,High,Frequent,Air Purification,Gulmohar
Urban,101,35.4,26.86,6.99,2.26,182.22,53.34,High,25,83,29,43,69,1,Partial Shade,Loamy,6.3,Moderate,Indoor,Large,Medium,Rare,Decoration,Ashoka
Residential,63,25.83,34.17,6.94,4.96,109.1,33.21,Low,85,26,19,93,178,0,Partial Shade,Sandy,6.0,Good,Indoor,Medium,Medium,Regular,Shade,Banyan
Urban,62,29.52,40.38,6.77,3.53,83.41,36.49,High,27,86,32,62,74,0,Full Sun,Sandy,5.7,Good,Indoor,Small,Medium,Frequent,Decoration,Karanj
Residential,43,18.64,34.63,10.43,3.11,94.11,43.1,High,6,88,28,52,137,8,Partial Shade,Clay,7.0,Good,Balcony,Small,Medium,Frequent,Edible,Mango
Residential,107,47.15,48.66,10.7,2.98,132.22,54.12,Low,86,35,18,39,22,11,Full Sun,Sandy,6.5,Moderate,Outdoor,Large,Low,Rare,Edible,Arjun
Residential,74,26.2,41.72,9.59,4.05,133.53,49.28,High,5,69,28,56,63,14,Full Sun,Loamy,6.8,Moderate,Outdoor,Large,Medium,Frequent,Shade,Gulmohar
Rural,74,30.01,39.44,7.63,3.61,144.65,32.44,Low,84,24,22,58,109,11,Full Shade,Loamy,7.5,Good,Outdoor,Small,Medium,Frequent,Air Purification,Mango
Rural,88,35.26,34.88,11.37,4.52,117.79,42.56,Low,84,40,32,69,187,14,Full Sun,Sandy,6.4,Good,Outdoor,Medium,Low,Regular,Air Purification,Karanj
Rural,64,17.53,23.71,4.76,4.64,129.89,32.92,Medium,25,35,25,60,198,15,Partial Shade,Sandy,6.7,Good,Outdoor,Medium,Low,Regular,Air Purification,Karanj
Residential,61,22.39,29.24,3.01,1.87,124.1,29.05,High,36,65,28,60,153,5,Full Sun,Loamy,6.9,Moderate,Balcony,Large,Medium,Regular,Edible,Gulmohar
Rural,74,15.37,33.19,6.67,4.94,112.08,41.28,Medium,45,77,30,86,374,4,Partial Shade,Sandy,6.3,Moderate,Balcony,Medium,Medium,Rare,Shade,Banyan
Residential,57,20.03,28.65,3.46,3.62,105.8,32.91,High,29,68,36,26,25,12,Full Sun,Loamy,6.2,Good,Balcony,Small,Medium,Regular,Decoration,Banyan
Rural,77,25.74,33.0,8.12,1.32,130.64,41.23,Medium,34,49,19,81,280,2,Full Shade,Loamy,6.4,Moderate,Indoor,Small,High,Frequent,Shade,Karanj
Urban,56,18.45,29.22,10.17,4.93,110.77,36.47,Low,71,42,36,44,35,0,Partial Shade,Loamy,7.4,Good,Indoor,Small,Medium,Frequent,Edible,Ashoka
Rural,88,28.59,32.43,4.57,2.63,131.76,43.3,Medium,72,60,21,71,118,16,Partial Shade,Sandy,5.5,Moderate,Outdoor,Medium,Medium,Regular,Edible,Gulmohar
Rural,92,35.43,54.83,8.62,3.85,130.31,50.57,Low,60,49,32,69,250,8,Full Sun,Sandy,5.9,Good,Outdoor,Medium,Medium,Regular,Decoration,Jamun
Rural,51,13.52,15.0,15.27,2.69,81.54,40.72,Low,76,33,27,68,185,6,Partial Shade,Clay,6.4,Moderate,Outdoor,Medium,Low,Rare,Air Purification,Ashoka
Residential,65,34.61,30.65,2.0,1.31,99.77,25.94,High,5,86,29,35,40,8,Full Sun,Loamy,6.2,Good,Outdoor,Medium,Medium,Regular,Air Purification,Mango
Urban,116,43.68,51.09,7.97,5.57,154.51,51.9,High,5,94,37,55,113,7,Full Sun,Sandy,6.5,Good,Balcony,Small,Low,Regular,Air Purification,Gulmohar
Urban,56,15.66,26.44,8.25,1.82,123.28,41.63,Medium,43,61,28,41,48,10,Full Shade,Clay,6.7,Moderate,Balcony,Large,Medium,Regular,Shade,Jamun
Urban,89,35.25,34.63,3.59,1.55,107.59,41.57,Medium,47,73,23,63,129,6,Partial Shade,Loamy,6.8,Good,Indoor,Medium,Medium,Regular,Edible,Ashoka
Urban,90,37.67,29.71,9.58,2.26,138.6,57.7,Medium,5,55,22,85,193,5,Full Sun,Clay,6.9,Moderate,Indoor,Small,High,Regular,Air Purification,Banyan
Residential,102,37.87,48.76,17.87,1.13,177.51,61.9,Medium,61,53,33,47,0,6,Partial Shade,Sandy,6.1,Good,Indoor,Small,Low,Rare,Edible,Jamun
Rural,84,23.69,37.64,7.06,1.31,91.81,37.77,Low,75,13,28,75,309,8,Partial Shade,Loamy,6.8,Good,Outdoor,Large,High,Frequent,Shade,Jamun
Residential,64,36.54,33.96,4.18,4.2,121.56,35.55,Medium,42,51,29,48,229,8,Full Sun,Clay,6.5,Moderate,Outdoor,Large,Low,Regular,Air Purification,Guava
Urban,73,29.93,21.46,2.06,0.69,117.23,43.89,Medium,56,56,29,82,263,0,Full Shade,Sandy,6.8,Good,Indoor,Medium,Medium,Regular,Air Purification,Mango
Rural,75,19.26,49.23,5.23,3.56,126.57,53.11,High,34,69,29,95,358,17,Full Sun,Loamy,6.3,Poor,Outdoor,Small,Low,Rare,Decoration,Guava
Residential,86,31.63,39.48,8.78,2.5,135.18,48.81,Low,85,28,24,78,220,3,Partial Shade,Clay,7.4,Moderate,Balcony,Small,Medium,Frequent,Decoration,Karanj
Rural,48,16.52,15.0,14.86,3.86,122.8,35.42,High,28,95,23,66,117,13,Partial Shade,Loamy,6.2,Good,Outdoor,Large,Low,Rare,Decoration,Jamun
Urban,117,40.65,54.65,11.78,4.27,158.25,57.12,Low,77,24,35,62,197,7,Full Sun,Loamy,7.1,Good,Outdoor,Large,Medium,Regular,Shade,Neem
Urban,101,28.17,42.64,10.53,2.02,145.89,53.55,Medium,45,80,32,62,166,10,Full Sun,Sandy,7.1,Moderate,Outdoor,Medium,Low,Regular,Decoration,Jamun
Residential,57,21.14,18.87,6.94,3.38,102.06,36.45,High,37,68,35,75,167,12,Partial Shade,Sandy,6.5,Moderate,Balcony,Small,Medium,Regular,Edible,Ashoka
Rural,82,24.07,48.3,5.89,2.68,141.3,44.41,Low,76,14,29,55,217,3,Full Sun,Loamy,6.5,Moderate,Balcony,Small,Low,Rare,Air Purification,Karanj
Urban,87,28.61,47.98,2.0,4.41,131.57,44.6,Medium,55,37,30,79,77,6,Partial Shade,Loamy,6.9,Good,Balcony,Large,Medium,Regular,Air Purification,Peepal
Urban,50,20.82,27.73,12.27,2.78,106.97,33.69,Medium,39,41,29,57,86,10,Full Sun,Loamy,7.4,Good,Outdoor,Large,Low,Rare,Edible,Gulmohar
Rural,46,14.32,23.94,8.55,0.59,113.21,31.27,Low,87,36,21,84,262,12,Full Sun,Sandy,5.6,Poor,Balcony,Medium,High,Rare,Air Purification,Banyan
Residential,63,21.05,34.5,12.11,2.49,112.57,47.99,Medium,66,71,32,68,217,17,Partial Shade,Loamy,6.0,Good,Outdoor,Medium,Medium,Regular,Decoration,Jamun
Residential,80,33.32,24.98,10.14,2.34,115.86,48.55,Medium,38,58,26,82,134,3,Full Shade,Sandy,6.2,Poor,Indoor,Small,Medium,Regular,Decoration,Banyan
Rural,48,12.51,25.69,10.96,1.84,70.0,33.44,High,22,73,28,86,400,2,Full Sun,Clay,6.9,Moderate,Outdoor,Medium,Low,Regular,Edible,Ashoka
Residential,93,28.8,52.96,4.2,3.37,167.09,61.38,Medium,5,63,25,56,109,5,Partial Shade,Clay,7.0,Moderate,Balcony,Medium,Medium,Frequent,Air Purification,Neem
Rural,111,31.1,58.94,12.19,1.73,172.22,40.69,Medium,29,53,24,61,116,14,Full Sun,Clay,7.2,Moderate,Outdoor,Large,High,Frequent,Decoration,Arjun
Urban,90,26.76,33.4,12.16,3.94,123.14,44.26,High,10,74,33,74,228,0,Full Sun,Clay,7.7,Moderate,Indoor,Small,Medium,Regular,Shade,Mango
Rural,75,27.52,36.98,14.02,2.54,121.97,42.29,Low,86,36,28,58,192,15,Full Sun,Sandy,5.8,Good,Outdoor,Large,Low,Frequent,Edible,Jamun
Rural,45,20.69,15.0,7.71,0.5,132.59,31.9,Medium,27,68,29,79,245,13,Full Sun,Loamy,6.8,Good,Outdoor,Medium,Low,Frequent,Shade,Arjun
Urban,93,27.85,44.32,12.04,1.84,127.57,51.76,High,15,85,27,62,198,4,Partial Shade,Loamy,6.5,Good,Indoor,Medium,Low,Regular,Edible,Jamun
Rural,75,30.41,29.48,9.65,0.5,144.79,46.44,High,40,70,30,54,139,9,Partial Shade,Loamy,6.7,Good,Outdoor,Large,Low,Rare,Edible,Mango
Residential,81,29.36,31.06,3.38,6.14,161.8,46.43,Low,63,29,30,51,153,10,Full Sun,Clay,6.9,Poor,Outdoor,Large,Low,Regular,Decoration,Mango
Urban,132,37.26,62.3,11.51,4.7,174.45,52.42,High,40,97,36,86,247,0,Full Sun,Sandy,6.2,Good,Balcony,Large,Low,Regular,Decoration,Neem
Rural,70,26.15,27.59,6.28,3.44,101.71,47.12,Medium,74,50,31,81,263,0,Full Sun,Sandy,6.1,Moderate,Balcony,Medium,Medium,Regular,Shade,Karanj
Residential,22,16.43,15.0,7.31,3.61,80.07,21.16,Medium,35,36,31,51,171,14,Full Sun,Loamy,7.4,Good,Outdoor,Large,Medium,Rare,Air Purification,Arjun
Residential,52,8.0,28.65,8.74,6.44,99.76,34.61,Medium,85,40,29,48,0,11,Partial Shade,Loamy,6.6,Good,Balcony,Medium,Low,Regular,Air Purification,Gulmohar
Rural,82,41.09,26.59,15.4,2.18,137.44,47.36,High,28,63,23,63,107,17,Full Sun,Loamy,5.8,Moderate,Outdoor,Large,Medium,Regular,Edible,Mango
Residential,74,22.76,32.5,10.61,2.23,114.6,25.46,Medium,58,38,35,64,118,11,Full Sun,Loamy,7.2,Good,Outdoor,Large,Low,Rare,Shade,Guava
Residential,59,11.58,16.48,6.46,1.05,100.42,34.95,High,23,50,29,70,99,6,Full Sun,Loamy,6.2,Moderate,Outdoor,Large,Low,Regular,Edible,Arjun
Urban,56,21.31,16.68,12.17,2.24,118.68,21.63,High,14,70,38,66,179,2,Full Sun,Sandy,5.8,Good,Outdoor,Medium,Low,Regular,Edible,Banyan
Residential,68,29.43,41.93,3.14,0.5,83.82,38.56,Low,61,17,24,76,214,10,Full Sun,Loamy,6.4,Good,Outdoor,Large,Medium,Regular,Decoration,Gulmohar
Rural,60,20.12,25.87,6.24,4.55,116.9,23.1,Low,88,27,25,68,63,12,Full Sun,Loamy,7.1,Moderate,Outdoor,Medium,Low,Regular,Air Purification,Banyan
Urban,97,35.88,39.0,6.94,4.45,136.04,57.05,High,5,95,33,67,181,8,Full Shade,Clay,6.7,Good,Outdoor,Large,Medium,Regular,Decoration,Arjun
Urban,68,37.16,39.37,3.64,2.52,120.63,35.89,High,25,67,24,86,202,3,Partial Shade,Sandy,6.2,Good,Indoor,Large,Low,Regular,Shade,Jamun
Residential,75,27.98,48.43,4.4,0.85,96.29,37.06,High,11,62,37,37,88,7,Full Sun,Loamy,6.6,Poor,Outdoor,Medium,Medium,Frequent,Air Purification,Karanj
Residential,71,43.32,35.83,5.74,5.08,156.94,55.73,Medium,37,41,24,50,52,10,Full Sun,Loamy,6.6,Good,Outdoor,Medium,High,Frequent,Air Purification,Banyan
Rural,91,39.62,50.39,10.95,2.86,144.76,45.61,Low,67,28,30,54,206,14,Full Sun,Loamy,7.1,Moderate,Outdoor,Small,Low,Regular,Edible,Arjun
Urban,78,28.05,32.35,7.62,5.74,147.05,48.64,Medium,39,53,33,91,361,11,Full Sun,Loamy,6.9,Moderate,Outdoor,Medium,Low,Regular,Air Purification,Jamun
Residential,80,30.15,38.04,10.24,2.74,111.53,35.45,High,32,63,31,78,219,10,Partial Shade,Clay,6.9,Poor,Balcony,Small,Low,Regular,Decoration,Gulmohar
Rural,95,31.43,43.96,11.43,3.75,133.56,41.0,Low,69,24,27,46,165,10,Full Sun,Loamy,5.2,Good,Outdoor,Large,Low,Rare,Edible,Peepal
Urban,76,28.58,38.51,2.0,1.2,128.55,41.1,Medium,53,47,41,66,115,3,Partial Shade,Loamy,6.8,Good,Indoor,Small,High,Regular,Decoration,Jamun
Residential,55,23.52,34.82,7.57,4.26,107.27,30.83,Low,56,58,32,52,89,3,Partial Shade,Clay,7.1,Moderate,Indoor,Medium,Medium,Frequent,Decoration,Jamun
Urban,55,17.73,15.34,3.95,0.5,113.85,31.13,High,30,97,22,74,125,8,Partial Shade,Clay,7.5,Good,Balcony,Large,High,Regular,Air Purification,Mango
Urban,83,21.11,31.74,2.9,4.45,132.38,43.19,Low,83,42,37,80,185,5,Full Sun,Clay,6.9,Poor,Indoor,Large,High,Frequent,Shade,Peepal
Residential,121,49.86,50.94,13.8,6.5,168.2,51.11,Medium,51,68,21,55,43,0,Partial Shade,Loamy,6.4,Good,Indoor,Small,Medium,Regular,Shade,Gulmohar
Urban,44,22.36,15.0,6.21,0.5,98.5,20.52,High,21,77,34,37,44,17,Full Sun,Loamy,6.7,Moderate,Outdoor,Large,Medium,Regular,Edible,Guava
Residential,62,13.96,31.88,8.17,4.05,111.6,40.28,Medium,49,46,29,64,26,11,Full Sun,Loamy,5.5,Good,Outdoor,Medium,Low,Regular,Decoration,Mango
Urban,92,33.39,44.38,13.05,5.72,135.93,46.49,High,11,86,35,43,157,11,Full Sun,Loamy,6.8,Good,Outdoor,Large,Medium,Regular,Edible,Neem
Residential,79,34.23,37.65,6.38,3.82,119.93,38.98,Low,64,15,30,47,11,17,Full Sun,Loamy,6.9,Moderate,Outdoor,Large,High,Frequent,Edible,Arjun
Residential,95,38.89,40.68,6.58,4.53,161.67,59.91,Low,31,44,32,40,172,4,Full Sun,Clay,7.8,Good,Balcony,Medium,Low,Frequent,Decoration,Mango
Rural,85,25.89,50.48,9.49,3.93,119.21,49.81,Low,57,28,34,43,49,10,Full Sun,Loamy,7.3,Good,Outdoor,Medium,Medium,Regular,Shade,Peepal
Urban,68,30.33,34.29,6.27,2.94,97.11,36.24,High,6,79,27,61,197,0,Partial Shade,Loamy,6.7,Good,Indoor,Medium,Low,Regular,Shade,Guava
Urban,107,37.4,47.74,22.42,2.47,156.56,49.98,Medium,81,56,29,62,235,16,Full Sun,Sandy,6.3,Good,Outdoor,Large,High,Rare,Air Purification,Neem
Urban,128,46.57,58.29,12.88,4.56,185.89,42.53,Low,47,46,29,58,52,8,Full Sun,Sandy,6.2,Good,Balcony,Large,Low,Rare,Decoration,Karanj
Rural,122,36.74,61.19,12.85,4.01,233.97,49.98,High,39,68,32,75,183,10,Full Sun,Clay,7.8,Moderate,Outdoor,Large,Low,Rare,Air Purification,Peepal
Urban,70,8.0,35.11,4.64,5.72,109.51,42.07,Medium,65,74,27,81,225,3,Full Shade,Clay,7.4,Moderate,Indoor,Small,Medium,Frequent,Shade,Guava
Rural,90,27.04,34.89,5.77,3.4,142.46,57.04,Low,47,21,28,70,205,11,Partial Shade,Sandy,6.9,Good,Outdoor,Medium,High,Frequent,Shade,Peepal
Urban,89,34.59,55.48,3.14,3.42,132.43,41.08,Medium,71,51,22,43,130,3,Full Shade,Loamy,6.8,Poor,Balcony,Medium,Medium,Regular,Air Purification,Banyan
Urban,95,32.12,47.6,8.99,3.93,146.06,45.52,High,23,71,36,93,215,0,Full Shade,Loamy,7.3,Good,Indoor,Small,High,Frequent,Shade,Peepal
Urban,67,28.01,22.92,6.94,3.49,129.59,39.19,High,32,81,30,43,157,8,Full Sun,Loamy,6.4,Moderate,Outdoor,Medium,High,Regular,Decoration,Arjun
Urban,110,44.94,35.67,16.01,2.94,145.16,54.5,High,49,70,32,34,74,7,Partial Shade,Loamy,6.9,Good,Indoor,Small,Medium,Regular,Air Purification,Neem
Residential,96,31.7,49.83,9.34,5.11,152.68,40.55,Medium,22,45,28,59,0,10,Full Sun,Loamy,7.1,Good,Balcony,Medium,Low,Regular,Decoration,Peepal
Residential,88,28.47,51.3,7.99,3.32,123.89,37.16,Medium,61,63,28,61,106,9,Full Sun,Loamy,6.7,Good,Balcony,Small,Medium,Frequent,Edible,Karanj
Residential,58,8.02,31.98,7.84,3.64,102.26,54.12,Low,49,43,28,50,33,12,Full Sun,Sandy,5.7,Good,Outdoor,Large,Medium,Frequent,Edible,Arjun
Residential,87,21.42,45.44,9.06,2.06,152.45,34.43,Medium,62,57,28,78,188,0,Partial Shade,Clay,7.2,Moderate,Indoor,Large,Medium,Frequent,Edible,Arjun
Rural,32,8.0,22.54,8.34,1.56,78.77,37.18,Low,72,44,32,95,245,9,Full Sun,Sandy,6.3,Good,Outdoor,Large,Medium,Frequent,Shade,Guava
Urban,79,31.41,37.22,14.48,5.4,127.5,45.85,High,32,87,28,75,155,9,Full Sun,Clay,6.0,Moderate,Balcony,Small,Low,Rare,Shade,Peepal
Urban,61,20.21,16.17,6.95,5.62,132.08,36.74,Medium,41,62,27,50,52,2,Partial Shade,Loamy,7.4,Good,Balcony,Medium,Medium,Rare,Air Purification,Guava
Urban,86,27.17,34.53,5.46,4.39,175.32,47.2,Medium,74,55,31,75,0,0,Partial Shade,Loamy,6.5,Good,Indoor,Large,High,Frequent,Air Purification,Ashoka
Residential,115,36.06,58.66,11.37,2.57,183.14,66.65,Medium,12,58,33,55,95,12,Full Sun,Clay,6.9,Good,Outdoor,Medium,Low,Regular,Decoration,Guava
Residential,84,25.05,43.97,10.0,0.56,135.3,45.33,Medium,68,55,32,73,175,10,Partial Shade,Clay,7.2,Poor,Outdoor,Large,Medium,Frequent,Shade,Mango
Urban,107,42.85,47.37,5.83,5.01,141.91,55.66,Low,63,30,31,66,128,10,Partial Shade,Clay,7.3,Moderate,Outdoor,Medium,Low,Rare,Edible,Gulmohar
Urban,88,31.6,36.57,8.35,6.41,125.02,57.82,High,9,68,32,67,116,9,Full Sun,Loamy,7.1,Good,Balcony,Medium,Low,Regular,Edible,Guava
Residential,113,45.24,52.85,5.77,3.61,143.49,60.89,Low,62,27,29,66,203,4,Full Sun,Clay,6.3,Moderate,Balcony,Large,Low,Regular,Air Purification,Karanj
Residential,128,31.08,55.01,14.78,4.36,164.22,46.94,Medium,47,55,30,45,99,0,Full Shade,Loamy,7.4,Good,Indoor,Small,High,Frequent,Shade,Banyan
Urban,55,23.35,26.46,2.11,2.87,106.58,23.7,High,6,60,22,67,300,9,Full Sun,Clay,7.0,Moderate,Balcony,Small,Low,Regular,Edible,Mango
Rural,71,22.53,34.88,6.69,6.71,118.47,42.23,Low,71,38,27,62,212,16,Full Sun,Sandy,6.2,Moderate,Outdoor,Large,Medium,Regular,Decoration,Karanj
Urban,94,31.33,37.26,9.44,3.91,139.69,42.31,High,27,72,27,51,61,6,Partial Shade,Sandy,6.3,Poor,Indoor,Small,Low,Regular,Decoration,Ashoka
Residential,87,38.83,46.94,4.28,3.73,145.74,47.02,Medium,31,46,32,53,67,12,Partial Shade,Loamy,5.6,Poor,Balcony,Medium,Low,Rare,Decoration,Banyan
Residential,92,30.02,41.32,10.06,3.01,151.39,49.78,Medium,42,50,30,63,115,15,Full Shade,Loamy,5.7,Good,Balcony,Small,High,Frequent,Shade,Banyan
Urban,70,28.05,37.3,3.58,3.07,125.24,52.51,Medium,37,65,28,67,130,0,Partial Shade,Clay,7.6,Poor,Indoor,Small,Low,Rare,Decoration,Gulmohar
Rural,60,15.69,29.71,12.95,4.31,121.91,34.65,Low,45,27,40,55,185,11,Full Sun,Loamy,6.0,Good,Outdoor,Small,High,Rare,Decoration,Guava
Residential,125,43.47,68.84,18.2,3.59,225.97,56.54,Medium,42,39,27,54,104,10,Full Sun,Loamy,6.4,Poor,Balcony,Large,High,Frequent,Decoration,Neem
Residential,53,9.94,30.6,11.1,3.84,115.55,26.84,High,5,57,34,52,94,3,Partial Shade,Sandy,6.8,Good,Indoor,Medium,Low,Frequent,Decoration,Jamun
Urban,104,35.98,50.94,11.58,5.43,172.97,50.46,High,51,78,27,54,149,11,Partial Shade,Clay,7.7,Poor,Balcony,Medium,High,Frequent,Edible,Karanj
Urban,89,33.68,44.35,11.0,2.3,154.06,38.45,Medium,67,57,26,52,0,0,Partial Shade,Clay,6.7,Poor,Indoor,Small,Low,Regular,Decoration,Jamun
Urban,57,27.45,44.61,6.06,3.72,103.85,39.69,High,19,100,26,39,70,0,Partial Shade,Sandy,6.1,Good,Indoor,Medium,Low,Regular,Edible,Peepal
Residential,69,19.86,32.63,10.0,5.97,137.37,37.04,High,64,83,37,72,248,5,Full Sun,Loamy,6.7,Good,Outdoor,Medium,Low,Rare,Edible,Banyan
Residential,73,22.92,35.97,14.76,1.17,112.18,38.99,Medium,53,35,31,72,292,11,Full Shade,Loamy,7.2,Moderate,Outdoor,Medium,Low,Rare,Decoration,Banyan
Residential,98,30.48,46.0,6.54,3.53,127.07,54.72,High,13,81,32,49,202,5,Full Sun,Clay,6.7,Poor,Outdoor,Large,Medium,Regular,Shade,Arjun
Urban,77,25.89,20.61,10.33,3.51,148.01,42.42,High,5,77,33,37,132,10,Partial Shade,Loamy,6.1,Moderate,Balcony,Large,Medium,Frequent,Air Purification,Arjun
Urban,87,24.93,41.28,2.62,4.0,175.82,51.35,Low,59,59,33,65,195,0,Partial Shade,Clay,6.1,Poor,Indoor,Medium,Medium,Regular,Shade,Karanj
Rural,39,8.0,28.51,3.5,0.56,84.47,25.59,Low,95,26,29,71,325,4,Full Shade,Clay,6.9,Good,Indoor,Medium,Low,Rare,Edible,Mango
Residential,123,36.33,59.78,12.46,2.62,182.9,62.66,Medium,51,68,36,77,275,5,Full Sun,Clay,7.3,Good,Outdoor,Large,Low,Rare,Shade,Mango
Residential,75,26.46,47.59,9.66,1.95,101.46,34.25,High,17,70,25,44,115,5,Partial Shade,Loamy,7.1,Good,Balcony,Small,Medium,Frequent,Air Purification,Guava
Residential,90,30.81,48.08,12.45,3.66,174.28,52.75,Medium,48,43,40,64,243,10,Full Sun,Loamy,6.2,Good,Balcony,Small,Low,Rare,Air Purification,Ashoka
Urban,62,25.77,34.06,12.46,1.97,109.09,32.9,High,38,60,28,87,213,11,Partial Shade,Sandy,5.7,Poor,Indoor,Small,Medium,Rare,Decoration,Guava
Residential,74,31.47,42.19,2.7,4.33,129.91,33.63,Low,93,44,25,46,152,14,Partial Shade,Clay,6.6,Moderate,Balcony,Medium,Medium,Regular,Decoration,Karanj
Residential,132,42.86,62.36,17.0,6.58,175.94,61.23,High,15,52,29,41,24,0,Partial Shade,Loamy,7.1,Good,Indoor,Medium,Low,Regular,Shade,Neem
Rural,47,8.0,21.49,13.09,0.93,98.01,44.25,Medium,54,52,31,61,36,10,Full Sun,Loamy,7.6,Good,Outdoor,Medium,Low,Regular,Decoration,Neem
Urban,92,34.78,41.61,8.43,4.07,115.02,47.43,Low,84,58,29,80,190,0,Full Shade,Sandy,5.9,Good,Indoor,Small,Medium,Regular,Air Purification,Arjun
Urban,59,21.41,15.0,4.96,2.73,95.69,37.0,High,24,86,27,59,119,2,Partial Shade,Loamy,7.3,Moderate,Indoor,Small,High,Regular,Decoration,Arjun
