AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Rural,57,21.9,54.0,5.1,2.3,0.22,52.0,Low,52,51,35,68,154,11,Full Sun,Loamy,7.1,Good,Outdoor,Small,Low,Regular,Air Purification,Neem
Urban,101,35.0,75.6,11.3,3.3,0.44,58.2,High,36,100,24,61,144,15,Partial Shade,Clay,7.3,Good,Outdoor,Medium,Medium,Regular,Air Purification,Spider Plant
Rural,58,20.9,52.8,6.7,2.0,0.23,52.3,Medium,52,59,31,36,87,4,Full Sun,Loamy,6.4,Moderate,Balcony,Medium,Medium,Regular,Air Purification,Tulsi
Residential,61,23.3,45.5,6.3,2.1,0.27,52.6,Medium,56,38,32,69,168,17,Full Sun,Clay,6.7,Good,Outdoor,Medium,Low,Regular,Edible,Mango
Rural,47,18.2,43.4,4.6,1.7,0.2,52.2,Low,69,27,24,52,106,4,Full Sun,Loamy,6.8,Good,Outdoor,Medium,Low,Regular,Shade,Banyan
Urban,63,25.4,48.8,7.6,3.1,0.27,50.7,Medium,52,53,25,64,88,0,Full Shade,Sandy,6.0,Good,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Urban,103,38.4,74.4,10.4,3.9,0.38,62.2,High,12,86,27,55,115,3,Full Sun,Sandy,6.8,Good,Balcony,Small,Medium,Regular,Edible,Tulsi
Residential,72,25.1,55.4,7.0,3.1,0.31,63.5,Medium,74,42,38,41,0,9,Full Sun,Sandy,6.3,Good,Outdoor,Medium,High,Regular,Shade,Mango
Rural,49,15.0,39.1,4.8,1.0,0.17,63.2,Low,91,19,31,49,63,14,Full Sun,Loamy,6.6,Good,Outdoor,Large,Low,Regular,Air Purification,Neem
Urban,105,33.3,74.6,10.4,3.9,0.39,58.7,High,29,67,24,75,190,2,Partial Shade,Loamy,6.2,Moderate,Indoor,Small,Low,Regular,Edible,Spider Plant
Rural,44,19.9,37.3,3.6,1.5,0.21,55.7,Low,49,17,29,61,135,11,Full Sun,Sandy,6.2,Poor,Outdoor,Large,Low,Rare,Air Purification,Neem
Urban,98,30.8,67.9,10.0,4.1,0.32,54.2,Medium,17,73,34,91,306,1,Partial Shade,Loamy,7.2,Good,Indoor,Large,Medium,Regular,Decoration,Peace Lily
Rural,64,22.9,48.6,6.1,2.6,0.26,55.6,Medium,47,64,22,65,216,9,Full Sun,Clay,7.2,Moderate,Outdoor,Medium,Medium,Rare,Decoration,Ashoka
Residential,60,21.8,52.6,4.9,2.7,0.19,47.3,Low,78,41,26,81,158,0,Full Sun,Clay,7.5,Poor,Indoor,Medium,Medium,Frequent,Decoration,Peace Lily
Rural,47,13.9,37.9,5.0,2.0,0.21,57.0,Low,67,33,30,58,295,11,Full Sun,Clay,6.2,Poor,Balcony,Medium,Low,Regular,Air Purification,Tulsi
Residential,68,27.4,52.9,6.5,2.8,0.24,69.2,Medium,49,50,29,49,0,17,Full Sun,Loamy,6.1,Good,Outdoor,Medium,Medium,Rare,Edible,Guava
Rural,86,29.8,72.8,9.5,2.3,0.31,47.0,High,14,85,25,95,357,4,Partial Shade,Loamy,6.7,Moderate,Indoor,Small,High,Regular,Decoration,Peace Lily
Rural,46,18.2,45.6,2.5,0.9,0.14,38.3,Low,81,29,30,55,239,4,Full Shade,Loamy,7.2,Good,Indoor,Small,Medium,Frequent,Air Purification,Money Plant
Residential,62,24.0,53.0,5.0,1.9,0.2,49.6,Low,56,42,28,78,207,1,Full Shade,Loamy,7.4,Poor,Indoor,Medium,Medium,Regular,Air Purification,Peace Lily
Urban,75,21.6,60.9,6.6,2.9,0.24,51.0,Medium,44,80,35,92,269,4,Full Sun,Loamy,6.5,Good,Indoor,Small,Medium,Regular,Air Purification,Money Plant
Residential,93,31.3,72.6,11.1,4.1,0.36,56.0,High,33,59,24,52,182,9,Full Shade,Clay,6.8,Good,Outdoor,Large,High,Frequent,Air Purification,Banyan
Rural,56,22.4,38.1,6.2,1.8,0.22,55.2,Medium,62,42,23,63,40,17,Partial Shade,Sandy,6.1,Good,Outdoor,Medium,Medium,Regular,Air Purification,Money Plant
Rural,48,18.6,42.2,4.9,0.9,0.16,53.5,Low,85,10,19,56,0,10,Partial Shade,Loamy,5.9,Good,Outdoor,Small,Medium,Regular,Decoration,Spider Plant
Urban,104,33.3,75.7,11.9,4.9,0.37,62.6,High,25,80,26,39,114,7,Partial Shade,Loamy,6.3,Good,Balcony,Large,Low,Regular,Decoration,Bougainvillea
Residential,45,21.7,40.8,4.1,1.0,0.17,41.5,Low,65,45,29,51,120,13,Partial Shade,Loamy,6.3,Good,Balcony,Medium,High,Frequent,Decoration,Bougainvillea
Urban,98,31.5,75.4,8.3,3.8,0.33,67.9,Medium,24,64,24,61,106,3,Partial Shade,Loamy,6.7,Good,Balcony,Large,Medium,Frequent,Shade,Peepal
Rural,53,18.1,50.1,6.9,2.9,0.2,46.6,Medium,69,59,34,51,152,0,Partial Shade,Loamy,7.0,Moderate,Indoor,Medium,Low,Regular,Edible,Tulsi
Rural,96,29.2,70.3,11.5,3.7,0.4,64.4,High,5,78,33,67,247,15,Full Sun,Loamy,5.5,Moderate,Outdoor,Large,High,Frequent,Air Purification,Bamboo
Rural,50,21.2,48.3,4.5,2.0,0.22,52.5,Low,58,67,23,68,152,14,Full Sun,Clay,7.0,Poor,Outdoor,Medium,Medium,Regular,Decoration,Ashoka
Urban,104,33.5,72.9,9.6,4.6,0.39,58.5,High,32,86,28,86,165,4,Partial Shade,Loamy,6.4,Good,Indoor,Small,Medium,Regular,Air Purification,Areca Palm
Urban,61,20.1,43.3,4.8,3.2,0.2,53.4,Low,91,37,22,54,94,4,Partial Shade,Loamy,7.2,Poor,Balcony,Small,Low,Rare,Edible,Aloe Vera
Rural,45,20.5,38.9,3.6,2.2,0.18,51.7,Low,55,31,21,57,132,11,Partial Shade,Loamy,6.4,Good,Outdoor,Large,Medium,Frequent,Decoration,Spider Plant
Rural,44,18.9,35.7,3.5,1.4,0.15,56.3,Low,100,10,30,48,96,10,Full Sun,Loamy,6.2,Good,Outdoor,Medium,Medium,Regular,Edible,Guava
Residential,81,27.4,62.5,8.5,3.5,0.28,51.3,Medium,28,70,39,57,162,4,Partial Shade,Loamy,6.8,Good,Indoor,Medium,Low,Frequent,Shade,Spider Plant
Urban,86,27.4,70.7,7.3,3.1,0.29,37.1,Medium,35,64,24,64,82,0,Full Shade,Sandy,7.0,Good,Indoor,Medium,Low,Rare,Air Purification,ZZ Plant
Urban,99,27.9,71.8,10.5,3.6,0.43,65.5,High,5,70,37,55,217,4,Full Sun,Loamy,6.9,Good,Balcony,Medium,Low,Rare,Shade,Neem
Urban,99,30.4,71.7,9.5,4.0,0.35,61.9,High,15,77,24,52,170,11,Partial Shade,Loamy,7.2,Moderate,Balcony,Medium,Medium,Regular,Edible,Tulsi
Residential,63,26.1,47.6,6.2,2.2,0.25,51.3,Medium,47,65,33,67,99,5,Full Shade,Loamy,6.6,Good,Outdoor,Medium,High,Regular,Decoration,Bougainvillea
Residential,63,23.1,52.9,7.8,2.5,0.25,51.8,Medium,52,45,36,60,137,10,Partial Shade,Loamy,6.7,Moderate,Outdoor,Large,Low,Rare,Air Purification,Banyan
Residential,73,26.6,53.2,6.6,3.0,0.28,52.4,Medium,30,54,28,47,106,18,Full Shade,Sandy,6.2,Good,Outdoor,Medium,Medium,Regular,Shade,Peepal
Urban,105,36.4,71.1,9.6,4.1,0.43,69.0,High,5,84,29,28,0,12,Full Sun,Loamy,6.6,Good,Outdoor,Medium,Medium,Frequent,Decoration,Bougainvillea
Residential,65,25.8,55.9,5.1,3.0,0.21,61.1,Medium,49,62,26,25,0,5,Full Sun,Sandy,6.0,Good,Balcony,Small,Medium,Regular,Air Purification,Aloe Vera
Rural,46,20.8,44.4,4.5,1.1,0.18,57.0,Low,70,50,26,43,23,19,Partial Shade,Sandy,6.4,Moderate,Outdoor,Large,Low,Regular,Air Purification,Neem
Urban,70,24.5,53.2,7.9,3.3,0.24,50.8,Medium,78,51,29,49,3,0,Partial Shade,Loamy,6.9,Good,Indoor,Large,High,Frequent,Shade,Banyan
Residential,92,31.9,58.6,8.2,3.2,0.34,63.0,Medium,33,43,25,60,84,6,Partial Shade,Sandy,6.5,Good,Balcony,Large,Medium,Frequent,Decoration,Spider Plant
Rural,50,21.2,45.6,6.5,1.4,0.17,54.7,Low,55,30,31,38,98,7,Partial Shade,Loamy,6.7,Good,Outdoor,Large,Medium,Frequent,Shade,Banyan
Rural,53,20.4,37.6,5.4,2.1,0.2,61.3,Low,67,14,29,53,143,7,Full Sun,Clay,6.4,Moderate,Outdoor,Medium,Medium,Regular,Edible,Mango
Rural,51,15.9,50.2,5.7,2.2,0.19,48.1,Low,94,23,23,43,110,12,Full Sun,Loamy,6.8,Good,Outdoor,Large,Medium,Rare,Decoration,Bougainvillea
Residential,76,28.4,54.5,7.3,2.4,0.3,62.0,Medium,5,25,33,54,271,12,Full Sun,Loamy,6.5,Moderate,Outdoor,Large,Low,Frequent,Edible,Mango
Urban,79,27.8,64.3,9.0,3.9,0.29,52.8,Medium,62,45,33,26,41,0,Partial Shade,Loamy,6.0,Moderate,Indoor,Small,High,Rare,Air Purification,ZZ Plant
Urban,93,30.2,63.7,9.2,3.5,0.35,56.2,Medium,22,55,23,63,218,6,Partial Shade,Loamy,7.2,Good,Balcony,Small,Medium,Regular,Edible,Tulsi
Residential,62,26.1,49.4,6.5,2.2,0.26,50.2,Medium,57,73,25,66,241,12,Partial Shade,Sandy,6.2,Good,Balcony,Medium,High,Rare,Air Purification,Areca Palm
Urban,70,23.6,58.3,5.7,3.3,0.23,52.2,Low,61,29,18,70,160,7,Partial Shade,Loamy,6.1,Good,Balcony,Medium,Low,Regular,Decoration,Money Plant
Rural,49,16.7,43.1,3.9,2.1,0.16,40.9,Low,34,20,30,41,147,4,Full Sun,Loamy,6.2,Moderate,Outdoor,Medium,Low,Regular,Air Purification,Neem
Rural,85,31.8,59.3,10.1,2.3,0.33,60.5,High,30,54,31,50,193,13,Partial Shade,Loamy,5.9,Good,Outdoor,Small,Medium,Frequent,Edible,Mango
Urban,105,35.8,77.0,12.0,4.0,0.41,58.5,High,10,94,35,65,0,0,Partial Shade,Clay,7.2,Good,Indoor,Small,Low,Rare,Shade,Snake Plant
Urban,83,34.9,71.7,7.7,2.7,0.33,49.6,High,27,100,27,70,129,3,Full Shade,Sandy,6.8,Good,Indoor,Small,Medium,Regular,Shade,Areca Palm
Rural,62,23.7,50.3,6.1,2.8,0.25,60.8,Medium,26,47,32,69,148,10,Full Sun,Loamy,7.4,Moderate,Outdoor,Small,Medium,Regular,Edible,Mango
Residential,70,20.5,57.6,6.2,2.8,0.3,50.1,Medium,29,38,29,46,64,10,Full Sun,Sandy,6.7,Moderate,Outdoor,Medium,Medium,Regular,Decoration,Bougainvillea
Residential,87,26.6,62.3,8.3,3.3,0.32,55.0,High,5,58,21,67,286,7,Partial Shade,Loamy,6.4,Poor,Balcony,Large,Low,Rare,Edible,Bamboo
Urban,68,24.0,56.5,6.3,2.5,0.2,57.1,Low,83,43,33,75,210,9,Partial Shade,Loamy,7.0,Moderate,Outdoor,Large,Medium,Rare,Air Purification,Banyan
Rural,33,13.5,39.4,4.5,1.7,0.11,43.2,Low,76,50,23,84,369,11,Partial Shade,Loamy,5.7,Good,Outdoor,Small,Medium,Frequent,Shade,Bamboo
Residential,88,26.5,63.9,7.3,2.4,0.34,63.0,Medium,50,66,28,80,400,5,Partial Shade,Sandy,6.8,Good,Balcony,Small,High,Regular,Shade,Coconut
Urban,95,31.4,76.9,9.1,4.0,0.27,57.7,Medium,21,60,26,36,0,14,Partial Shade,Clay,6.7,Moderate,Outdoor,Large,Medium,Regular,Edible,Mango
Residential,61,21.6,50.1,5.6,2.3,0.23,57.8,Low,87,28,25,53,242,17,Full Sun,Loamy,7.2,Moderate,Outdoor,Large,Low,Regular,Decoration,Ashoka
Urban,64,22.5,53.7,5.0,2.8,0.2,57.8,Low,70,55,39,42,41,6,Full Sun,Clay,6.5,Moderate,Outdoor,Medium,Medium,Frequent,Air Purification,Neem
Residential,76,25.2,61.2,8.2,2.6,0.26,55.7,Medium,18,57,28,67,174,4,Partial Shade,Loamy,6.4,Good,Indoor,Large,Medium,Regular,Shade,Areca Palm
Urban,83,32.7,66.8,7.1,2.9,0.3,57.6,Medium,72,68,32,40,191,11,Full Sun,Loamy,6.6,Moderate,Outdoor,Large,High,Regular,Edible,Guava
Rural,54,18.4,49.4,5.1,1.7,0.23,61.9,Medium,62,48,17,53,168,11,Full Sun,Loamy,6.7,Good,Outdoor,Small,High,Frequent,Decoration,Ashoka
Residential,70,31.5,48.0,6.2,1.7,0.26,58.9,Medium,37,48,31,53,220,7,Full Sun,Clay,6.9,Moderate,Outdoor,Large,Medium,Regular,Decoration,Ashoka
Urban,88,24.4,64.6,9.6,3.8,0.38,69.2,High,38,84,31,44,181,9,Full Sun,Clay,7.5,Moderate,Outdoor,Medium,Low,Rare,Edible,Mango
Residential,71,22.9,54.7,6.1,2.5,0.26,64.2,Medium,34,46,27,62,169,8,Full Sun,Loamy,6.2,Good,Balcony,Medium,Low,Rare,Air Purification,Snake Plant
Residential,80,29.7,65.6,7.4,2.6,0.28,61.0,Medium,48,76,28,79,222,3,Partial Shade,Sandy,7.2,Good,Indoor,Large,Medium,Regular,Edible,Tulsi
Urban,96,30.0,62.9,10.3,4.6,0.35,66.4,High,51,78,27,54,149,11,Partial Shade,Clay,7.7,Poor,Balcony,Medium,High,Frequent,Edible,Guava
Urban,74,25.5,61.1,7.8,3.2,0.27,52.4,Medium,28,63,30,63,126,0,Full Shade,Sandy,6.5,Good,Indoor,Large,Low,Regular,Air Purification,Money Plant
Rural,72,22.9,57.2,7.3,2.7,0.36,62.1,High,33,75,35,51,185,19,Partial Shade,Sandy,5.7,Good,Outdoor,Large,Medium,Regular,Shade,Banyan
Residential,54,17.0,46.8,5.2,1.9,0.18,49.8,Low,74,19,29,68,125,8,Partial Shade,Loamy,6.4,Poor,Outdoor,Large,Medium,Regular,Edible,Guava
Urban,105,34.4,74.1,10.4,4.8,0.38,64.5,High,41,85,37,86,258,2,Full Sun,Loamy,6.8,Good,Indoor,Small,Medium,Regular,Shade,Ashoka
Rural,40,16.6,37.8,5.3,1.2,0.16,45.6,Low,61,20,31,95,221,12,Full Sun,Loamy,6.3,Good,Outdoor,Large,Medium,Frequent,Edible,Mango
Rural,48,15.1,35.8,3.3,1.3,0.18,52.9,Low,87,15,28,58,170,13,Partial Shade,Clay,7.2,Moderate,Outdoor,Medium,Medium,Frequent,Shade,Banyan
Rural,65,24.9,49.2,6.6,3.1,0.31,57.1,Medium,28,46,29,68,164,16,Full Sun,Clay,7.2,Moderate,Outdoor,Large,Medium,Rare,Decoration,Ashoka
Residential,66,26.9,58.0,7.8,2.2,0.26,62.4,Medium,42,55,25,71,130,12,Partial Shade,Loamy,6.4,Good,Outdoor,Large,Medium,Regular,Air Purification,Money Plant
Urban,99,32.9,65.2,11.2,3.2,0.38,63.7,High,10,93,33,83,305,2,Partial Shade,Loamy,6.8,Moderate,Outdoor,Small,High,Rare,Air Purification,Bamboo
Residential,71,22.5,49.0,8.4,2.6,0.27,45.8,Medium,33,48,36,56,142,10,Partial Shade,Loamy,6.9,Moderate,Outdoor,Large,High,Frequent,Shade,Peepal
Urban,84,30.2,66.7,8.8,3.5,0.25,57.4,Medium,45,90,36,94,192,7,Partial Shade,Loamy,7.3,Good,Outdoor,Large,Low,Rare,Decoration,Neem
Urban,88,25.7,66.1,9.6,3.9,0.29,48.2,Medium,36,51,25,77,183,0,Partial Shade,Clay,7.2,Moderate,Indoor,Medium,Medium,Frequent,Air Purification,Peace Lily
Residential,67,24.2,52.4,6.9,1.9,0.26,53.5,Medium,39,51,26,95,400,7,Full Sun,Loamy,7.3,Good,Outdoor,Large,Medium,Regular,Air Purification,Peepal
Urban,82,33.4,58.0,9.5,3.9,0.25,53.3,Medium,33,65,34,63,146,0,Full Sun,Clay,7.8,Moderate,Indoor,Large,Low,Rare,Air Purification,Neem
Urban,105,29.3,79.9,9.4,4.9,0.39,59.1,High,36,95,29,78,139,8,Partial Shade,Loamy,6.3,Moderate,Balcony,Small,Low,Regular,Air Purification,Areca Palm
Urban,78,26.3,66.8,9.5,3.6,0.27,59.5,Medium,50,78,33,25,21,12,Partial Shade,Loamy,6.6,Moderate,Outdoor,Large,High,Regular,Shade,Banyan
Residential,105,36.8,79.7,11.8,4.0,0.35,60.2,High,5,82,36,62,157,7,Full Sun,Sandy,5.8,Good,Outdoor,Medium,Medium,Rare,Decoration,Bougainvillea
Urban,63,23.9,51.7,4.4,2.9,0.18,44.3,Low,100,35,33,42,147,7,Partial Shade,Sandy,6.2,Moderate,Balcony,Medium,Medium,Regular,Air Purification,Tulsi
Rural,52,21.0,45.0,4.3,2.4,0.21,55.8,Low,100,55,34,77,256,13,Full Sun,Clay,7.5,Moderate,Outdoor,Small,Medium,Regular,Shade,Coconut
Residential,76,26.8,57.0,8.3,2.2,0.26,41.6,Medium,48,45,20,70,87,2,Partial Shade,Clay,6.9,Moderate,Indoor,Small,Medium,Regular,Edible,Tulsi
Urban,90,32.5,66.3,9.1,2.6,0.37,62.6,High,14,78,31,63,172,5,Full Sun,Sandy,6.1,Good,Indoor,Medium,Low,Regular,Shade,Bamboo
Urban,105,30.5,71.5,9.6,3.8,0.42,48.2,High,5,66,28,82,194,0,Full Shade,Sandy,6.6,Moderate,Indoor,Small,Low,Rare,Air Purification,Snake Plant
Rural,80,27.8,64.3,8.0,2.4,0.32,56.5,High,30,89,25,70,256,6,Full Sun,Sandy,6.3,Good,Outdoor,Medium,Medium,Rare,Edible,Guava
Urban,50,18.5,45.8,3.8,2.3,0.22,62.0,Low,54,51,33,67,192,17,Full Sun,Clay,7.6,Moderate,Outdoor,Medium,Medium,Regular,Decoration,Ashoka
Residential,76,24.7,61.3,6.7,2.6,0.26,48.2,Medium,59,66,31,46,80,4,Partial Shade,Loamy,6.7,Good,Indoor,Medium,Low,Rare,Shade,ZZ Plant
Urban,105,36.9,81.8,10.3,4.5,0.37,68.6,High,5,100,26,53,98,11,Full Sun,Clay,6.8,Moderate,Outdoor,Medium,Low,Rare,Edible,Mango
Residential,71,20.0,55.1,7.2,2.4,0.21,52.7,Low,55,32,29,30,29,6,Partial Shade,Sandy,5.7,Moderate,Balcony,Medium,High,Rare,Shade,Aloe Vera
Urban,105,27.7,73.1,10.1,4.3,0.39,63.0,High,25,78,27,32,41,0,Partial Shade,Loamy,7.2,Poor,Indoor,Medium,Low,Regular,Edible,Snake Plant
Rural,54,22.4,41.7,5.5,2.5,0.19,58.7,Low,74,10,27,95,357,10,Full Sun,Loamy,6.0,Good,Outdoor,Medium,High,Regular,Shade,Bamboo
Residential,100,34.2,73.0,10.8,2.9,0.31,69.5,High,27,90,21,66,247,16,Full Sun,Sandy,6.1,Poor,Outdoor,Small,Medium,Regular,Shade,Bamboo
Urban,93,33.1,73.2,10.1,3.6,0.41,55.2,High,34,83,40,52,101,0,Full Sun,Sandy,6.1,Good,Indoor,Medium,Low,Regular,Air Purification,ZZ Plant
Urban,96,32.0,64.7,8.7,3.1,0.34,59.6,Medium,6,60,24,63,175,4,Partial Shade,Sandy,6.0,Good,Indoor,Medium,Low,Rare,Shade,Spider Plant
Urban,101,31.0,63.4,10.2,4.7,0.37,52.2,High,5,58,33,75,114,7,Full Shade,Clay,7.3,Moderate,Indoor,Medium,High,Regular,Decoration,Areca Palm
Urban,88,30.2,65.0,9.1,3.7,0.34,53.2,High,44,90,31,70,125,3,Partial Shade,Sandy,5.8,Good,Indoor,Medium,Medium,Rare,Decoration,Money Plant
Urban,74,26.8,68.6,7.7,3.6,0.26,50.3,Medium,38,61,30,76,122,2,Full Sun,Loamy,6.6,Good,Indoor,Large,Medium,Regular,Decoration,Money Plant
Urban,105,30.2,74.3,10.2,3.7,0.43,59.7,High,5,73,24,43,140,1,Partial Shade,Sandy,6.9,Poor,Indoor,Small,Low,Regular,Edible,Snake Plant
Urban,105,39.6,79.4,9.7,3.5,0.43,60.2,High,5,100,30,70,278,16,Partial Shade,Sandy,6.1,Moderate,Balcony,Medium,Medium,Rare,Shade,Bamboo
Urban,85,29.2,65.0,7.3,3.9,0.27,68.3,Medium,36,59,31,68,194,11,Full Sun,Loamy,6.4,Good,Outdoor,Medium,Medium,Frequent,Edible,Guava
Residential,63,23.3,53.9,6.6,1.9,0.3,55.1,Medium,32,58,26,83,185,16,Partial Shade,Sandy,6.2,Good,Outdoor,Large,Low,Regular,Shade,Bamboo
Residential,48,17.1,43.7,5.1,1.7,0.15,58.0,Low,45,28,33,79,273,14,Full Sun,Loamy,6.7,Good,Outdoor,Large,High,Frequent,Shade,Coconut
Urban,95,27.6,60.4,9.3,4.0,0.38,46.2,High,17,55,33,63,138,0,Partial Shade,Loamy,7.1,Moderate,Indoor,Small,Low,Regular,Air Purification,Money Plant
Rural,80,31.4,53.9,8.5,3.9,0.31,53.8,Medium,20,56,28,89,313,10,Full Sun,Sandy,6.0,Good,Outdoor,Medium,Low,Rare,Shade,Bamboo
Urban,57,17.3,45.6,6.3,2.2,0.21,41.2,Low,49,33,35,50,0,3,Full Shade,Loamy,6.8,Good,Indoor,Small,Low,Rare,Shade,ZZ Plant
Urban,68,23.4,51.6,6.3,2.8,0.27,48.1,Low,60,67,22,57,132,0,Partial Shade,Loamy,7.1,Good,Indoor,Medium,Medium,Regular,Air Purification,Spider Plant
Residential,103,30.7,69.0,10.2,3.4,0.33,65.4,High,9,70,33,42,142,7,Full Sun,Clay,7.7,Good,Outdoor,Medium,Low,Regular,Edible,Guava
Rural,61,21.6,49.0,7.2,1.3,0.22,57.2,Medium,40,44,29,70,246,11,Partial Shade,Clay,6.9,Moderate,Outdoor,Medium,High,Regular,Decoration,Ashoka
Urban,86,27.5,65.5,8.8,3.6,0.31,49.2,Medium,16,62,33,90,151,7,Full Shade,Loamy,7.0,Good,Outdoor,Medium,Low,Rare,Air Purification,Snake Plant
Residential,95,28.9,65.1,9.5,3.2,0.37,64.6,High,28,83,30,57,135,10,Full Shade,Sandy,6.9,Good,Outdoor,Large,Low,Regular,Air Purification,Neem
Rural,48,19.5,39.8,4.7,2.1,0.16,48.1,Low,82,33,27,46,66,2,Full Sun,Sandy,6.1,Good,Indoor,Small,High,Frequent,Decoration,Bougainvillea
Urban,101,35.9,81.1,10.6,3.2,0.38,65.3,High,64,100,26,33,39,7,Partial Shade,Loamy,7.2,Moderate,Outdoor,Medium,Low,Rare,Decoration,ZZ Plant
Urban,105,35.0,69.4,10.4,4.0,0.43,51.3,High,9,67,28,59,0,5,Full Shade,Loamy,6.5,Good,Indoor,Medium,Low,Rare,Air Purification,ZZ Plant
Rural,51,17.4,40.5,5.2,1.7,0.17,53.4,Low,66,25,27,57,239,8,Partial Shade,Sandy,6.6,Moderate,Outdoor,Large,Medium,Regular,Shade,Banyan
Urban,57,18.6,48.7,6.5,1.3,0.22,43.8,Low,80,33,30,48,42,0,Full Shade,Sandy,6.6,Good,Indoor,Small,High,Rare,Decoration,Aloe Vera
Residential,47,8.8,43.1,3.8,2.2,0.18,46.9,Low,50,25,31,82,277,0,Full Sun,Sandy,5.7,Good,Indoor,Medium,High,Rare,Edible,Coconut
Residential,72,27.7,57.8,7.9,3.6,0.25,54.1,Medium,68,60,27,71,213,9,Partial Shade,Loamy,6.8,Moderate,Balcony,Medium,High,Frequent,Edible,Areca Palm
Rural,46,18.3,44.1,3.8,2.1,0.14,48.7,Low,68,31,36,68,113,9,Full Sun,Loamy,6.2,Good,Outdoor,Large,Medium,Regular,Air Purification,Mango
Residential,67,21.8,45.8,6.0,2.2,0.24,59.2,Medium,71,32,31,53,66,9,Partial Shade,Sandy,6.1,Good,Balcony,Large,Medium,Regular,Edible,Guava
Residential,81,24.9,62.3,9.4,2.3,0.29,43.9,High,26,64,30,63,346,0,Partial Shade,Clay,6.9,Poor,Indoor,Medium,Low,Regular,Decoration,Spider Plant
Residential,78,22.1,59.5,7.3,1.8,0.27,58.6,Medium,32,65,22,43,64,13,Full Sun,Loamy,7.1,Good,Outdoor,Medium,Medium,Rare,Air Purification,Neem
Urban,82,29.9,61.6,7.9,2.6,0.33,40.0,Medium,28,61,35,34,13,0,Full Shade,Sandy,6.3,Moderate,Indoor,Small,Low,Rare,Shade,Snake Plant
Residential,87,31.0,66.4,10.1,2.2,0.32,55.7,High,21,70,22,51,190,7,Partial Shade,Sandy,6.2,Good,Outdoor,Small,Medium,Rare,Shade,Banyan
Residential,57,22.3,41.1,5.9,2.8,0.18,45.6,Low,69,45,30,82,169,4,Full Shade,Sandy,6.3,Good,Indoor,Small,Low,Frequent,Edible,Aloe Vera
Rural,88,30.4,69.8,8.3,2.8,0.37,59.1,High,6,90,25,88,223,10,Full Sun,Loamy,6.6,Moderate,Outdoor,Large,Low,Regular,Decoration,Ashoka
Urban,72,22.5,56.4,7.3,3.7,0.27,49.1,Medium,49,68,36,80,150,0,Partial Shade,Sandy,6.3,Good,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Urban,78,26.2,51.3,6.5,3.0,0.27,62.0,Medium,34,46,32,69,226,19,Partial Shade,Loamy,7.1,Good,Outdoor,Large,Medium,Rare,Edible,Mango
Residential,70,25.4,58.4,8.5,2.0,0.29,50.3,Medium,49,35,32,63,245,1,Full Shade,Clay,7.4,Moderate,Indoor,Small,Medium,Frequent,Decoration,Areca Palm
Rural,62,22.7,43.4,6.1,1.8,0.27,59.0,Medium,56,53,29,66,136,5,Full Sun,Clay,6.6,Poor,Outdoor,Medium,High,Regular,Air Purification,Tulsi
Rural,49,20.6,42.8,4.4,1.9,0.17,62.9,Medium,48,53,32,65,106,13,Full Sun,Loamy,5.7,Good,Outdoor,Large,High,Frequent,Air Purification,Mango
Rural,47,15.7,42.3,4.5,2.6,0.2,56.4,Low,63,12,25,46,240,13,Full Sun,Loamy,6.4,Good,Outdoor,Large,Medium,Frequent,Shade,Banyan
Residential,95,31.8,71.4,10.9,2.8,0.4,53.0,High,39,78,27,76,203,3,Partial Shade,Sandy,6.1,Moderate,Indoor,Small,Low,Regular,Shade,Peace Lily
Rural,81,30.4,57.7,8.5,3.3,0.3,65.2,Medium,6,39,36,55,111,12,Full Sun,Loamy,6.2,Good,Outdoor,Large,Medium,Frequent,Shade,Banyan
Residential,62,21.5,49.9,4.1,2.5,0.24,49.9,Medium,55,51,28,58,63,5,Partial Shade,Loamy,6.8,Good,Balcony,Small,Low,Rare,Air Purification,Snake Plant
Residential,82,26.1,54.7,7.7,2.1,0.31,63.7,Medium,53,57,39,62,213,8,Full Sun,Loamy,6.7,Moderate,Balcony,Medium,Low,Rare,Decoration,Ashoka
Urban,93,29.3,69.4,10.1,3.6,0.33,56.0,High,39,85,25,55,100,7,Partial Shade,Loamy,6.7,Moderate,Balcony,Medium,Medium,Frequent,Air Purification,Money Plant
Residential,56,20.7,45.9,4.9,2.4,0.16,53.3,Low,43,43,29,78,166,5,Full Sun,Clay,6.0,Moderate,Indoor,Medium,High,Frequent,Edible,Tulsi
Urban,105,34.8,70.7,9.5,4.2,0.35,62.5,High,5,81,24,64,103,6,Full Shade,Sandy,6.2,Good,Outdoor,Medium,Low,Rare,Edible,Mango
Rural,57,19.4,47.5,6.3,2.1,0.25,51.5,Medium,27,46,28,95,206,0,Partial Shade,Loamy,7.2,Moderate,Indoor,Large,High,Frequent,Edible,Coconut
