AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Rural,67,11.5,22.6,12.1,3.4,0.3,33.7,Low,115,22,33,66,192,8,Full Shade,Clay,5.2,Good,Outdoor,Large,Low,Regular,Edible,Mango
Residential,39,29.5,53.4,15.1,4.3,0.14,70.1,High,124,87,29,69,286,11,Partial Shade,Sandy,6.9,Poor,Indoor,Medium,Medium,Regular,Air Purification,Peace Lily
Urban,87,17.2,36.7,9.0,5.7,0.19,34.4,Low,146,20,33,87,160,16,Full Sun,Loamy,7.9,Good,Outdoor,Large,Low,Frequent,Decoration,Ashoka
Urban,49,42.6,77.4,18.2,7.1,0.46,82.1,Medium,57,78,24,91,133,0,Full Shade,Clay,5.1,Moderate,Outdoor,Large,Medium,Regular,Shade,Mango
Rural,77,24.5,53.2,8.1,1.4,0.26,51.8,Medium,101,52,22,54,94,16,Partial Shade,Clay,7.5,Moderate,Outdoor,Large,Low,Rare,Decoration,Bamboo
Residential,79,21.0,41.0,4.7,5.8,0.37,65.8,Medium,88,67,23,41,226,16,Full Shade,Loamy,7.5,Moderate,Indoor,Medium,Medium,Frequent,Decoration,Peace Lily
Urban,41,26.9,52.2,11.8,1.9,0.36,33.7,Low,131,90,21,57,83,2,Full Sun,Sandy,6.4,Good,Outdoor,Large,Low,Regular,Edible,Coconut
Rural,100,22.1,45.3,13.6,5.0,0.51,53.7,Low,146,43,15,39,288,11,Partial Shade,Sandy,8.2,Good,Indoor,Medium,High,Regular,Shade,Areca Palm
Rural,70,30.7,64.4,6.0,1.8,0.14,36.0,Medium,121,44,23,47,92,2,Partial Shade,Loamy,5.5,Good,Indoor,Medium,High,Regular,Edible,Tulsi
Urban,77,15.6,30.6,4.2,6.0,0.16,43.0,Medium,88,76,36,49,336,16,Partial Shade,Sandy,7.6,Moderate,Balcony,Small,Medium,Regular,Decoration,Spider Plant
Rural,102,34.8,64.3,6.1,6.1,0.3,83.2,Medium,85,39,27,47,251,14,Full Shade,Sandy,5.2,Good,Balcony,Small,High,Regular,Decoration,Spider Plant
Urban,71,13.9,25.8,1.2,6.1,0.7,85.8,Medium,18,67,27,72,240,14,Partial Shade,Sandy,6.4,Good,Outdoor,Large,Medium,Frequent,Shade,Neem
Urban,77,23.1,44.1,14.5,5.7,0.64,58.4,High,31,63,25,94,320,18,Partial Shade,Clay,6.1,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Peace Lily
Residential,30,21.8,44.1,3.6,2.9,0.78,54.2,Medium,77,38,38,55,231,12,Full Sun,Sandy,6.4,Good,Indoor,Medium,Medium,Regular,Air Purification,Areca Palm
Rural,41,36.1,74.5,17.0,5.7,0.7,46.2,Low,124,46,33,39,374,10,Partial Shade,Sandy,6.4,Good,Outdoor,Large,Medium,Regular,Edible,Coconut
Rural,49,28.0,55.2,16.5,1.6,0.37,80.3,Medium,115,20,32,90,85,0,Full Sun,Loamy,8.2,Moderate,Balcony,Small,High,Frequent,Edible,Guava
Residential,88,42.4,93.0,1.1,1.1,0.29,79.1,Medium,65,80,41,33,307,14,Full Sun,Loamy,8.0,Good,Balcony,Small,Medium,Regular,Air Purification,Bamboo
Urban,74,25.4,48.0,15.7,1.0,0.72,36.3,High,38,50,41,88,335,19,Full Shade,Sandy,5.8,Good,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Urban,31,37.7,76.6,7.5,4.8,0.35,56.0,Medium,38,80,16,62,114,4,Partial Shade,Loamy,8.0,Good,Indoor,Medium,Medium,Rare,Edible,Aloe Vera
Residential,82,15.2,29.5,1.7,0.5,0.69,79.7,High,126,99,35,79,352,18,Full Sun,Clay,7.6,Good,Balcony,Small,Medium,Regular,Decoration,Bougainvillea
Residential,51,16.8,35.0,10.7,7.1,0.38,41.1,Medium,13,28,38,90,271,11,Full Sun,Loamy,8.1,Moderate,Outdoor,Large,Low,Rare,Decoration,Ashoka
Rural,59,42.9,92.5,16.1,2.4,0.14,64.8,Low,135,10,21,36,308,2,Full Sun,Clay,6.6,Good,Balcony,Small,High,Frequent,Shade,Bamboo
Urban,51,21.5,43.1,5.8,0.5,0.59,65.1,Medium,96,76,22,66,134,4,Full Sun,Sandy,6.3,Good,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Rural,45,29.3,60.4,6.8,0.7,0.79,65.5,Medium,143,74,28,75,80,12,Full Shade,Sandy,6.0,Good,Indoor,Medium,High,Regular,Air Purification,Peace Lily
Urban,69,32.9,69.0,13.2,2.7,0.11,62.5,High,127,99,17,48,349,2,Full Shade,Loamy,7.0,Moderate,Indoor,Medium,Medium,Rare,Shade,Snake Plant
Rural,34,33.4,65.0,16.6,7.0,0.27,85.0,Low,113,93,25,85,345,0,Full Sun,Sandy,5.9,Moderate,Outdoor,Large,Medium,Rare,Decoration,Bougainvillea
Rural,85,9.9,20.4,14.2,4.3,0.14,63.4,Medium,121,43,26,65,78,5,Partial Shade,Clay,6.7,Moderate,Outdoor,Large,Low,Regular,Decoration,Areca Palm
Urban,41,35.5,64.3,2.0,2.5,0.47,73.9,Medium,73,63,19,88,379,17,Partial Shade,Clay,5.5,Good,Balcony,Small,Low,Regular,Decoration,Money Plant
Urban,44,12.0,24.7,6.1,6.3,0.66,86.1,Medium,144,35,17,83,234,16,Partial Shade,Sandy,7.1,Moderate,Indoor,Medium,Medium,Regular,Decoration,Spider Plant
Rural,101,21.9,44.2,3.3,1.5,0.76,55.4,High,112,96,19,85,324,0,Full Sun,Sandy,8.1,Good,Indoor,Medium,Medium,Rare,Shade,Snake Plant
Rural,56,27.9,50.3,10.5,3.8,0.52,30.7,Low,51,49,23,87,189,2,Full Shade,Clay,5.8,Moderate,Indoor,Medium,Medium,Regular,Decoration,Peace Lily
Urban,70,41.9,78.9,7.8,4.5,0.2,82.3,Medium,49,69,26,60,303,12,Full Sun,Clay,5.1,Moderate,Outdoor,Large,Medium,Regular,Shade,Mango
Rural,62,14.3,25.8,3.3,3.2,0.32,45.9,Medium,15,74,20,30,279,8,Partial Shade,Loamy,5.7,Good,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Residential,41,38.6,74.5,4.8,5.2,0.15,33.4,High,101,46,16,50,137,20,Full Sun,Loamy,5.9,Good,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Urban,105,24.1,50.8,15.4,1.4,0.6,69.3,Low,85,93,29,56,295,1,Full Sun,Clay,7.3,Moderate,Outdoor,Large,High,Rare,Edible,Guava
Urban,79,10.8,20.4,19.2,6.0,0.36,50.3,High,97,93,15,44,298,16,Partial Shade,Loamy,7.1,Moderate,Outdoor,Large,Low,Regular,Edible,Mango
Rural,67,30.0,61.6,6.2,4.9,0.77,77.1,High,113,81,28,73,174,14,Full Shade,Sandy,7.1,Good,Outdoor,Large,Low,Regular,Shade,Mango
Urban,40,12.4,23.9,14.1,5.4,0.78,49.8,Medium,40,71,16,52,346,19,Partial Shade,Loamy,6.1,Moderate,Indoor,Medium,Medium,Rare,Decoration,Spider Plant
Urban,104,36.6,73.2,8.1,1.0,0.24,54.7,Medium,81,98,31,80,378,9,Partial Shade,Loamy,8.1,Good,Outdoor,Large,Low,Frequent,Air Purification,Neem
Urban,75,40.0,77.8,16.6,6.7,0.41,58.5,Medium,27,94,22,63,118,8,Full Sun,Loamy,7.9,Good,Outdoor,Large,Medium,Rare,Decoration,Ashoka
Urban,77,22.0,44.0,1.1,1.3,0.15,37.1,Medium,49,32,30,46,240,4,Partial Shade,Sandy,5.6,Moderate,Indoor,Medium,Medium,Rare,Air Purification,Snake Plant
Urban,92,14.4,31.2,19.1,3.6,0.73,33.7,Low,64,65,20,73,240,2,Partial Shade,Loamy,6.1,Good,Outdoor,Large,Low,Rare,Shade,Neem
Residential,99,41.7,80.8,1.9,7.8,0.57,43.1,Medium,10,65,20,66,373,3,Partial Shade,Sandy,6.1,Good,Balcony,Small,Low,Rare,Decoration,Money Plant
Residential,59,16.3,30.9,17.6,2.9,0.42,61.8,High,146,74,40,85,255,1,Full Sun,Clay,7.1,Good,Outdoor,Large,Medium,Regular,Shade,Mango
Rural,80,35.3,77.4,13.0,6.9,0.63,36.6,High,5,79,29,63,335,16,Full Sun,Loamy,7.8,Good,Indoor,Medium,Low,Rare,Decoration,Areca Palm
Urban,62,15.4,28.7,19.4,3.5,0.45,63.7,Low,34,99,26,66,82,6,Partial Shade,Sandy,6.0,Good,Outdoor,Large,Low,Regular,Air Purification,Neem
Residential,56,36.4,74.3,17.9,1.7,0.22,72.7,Low,68,39,18,34,315,18,Partial Shade,Sandy,6.2,Good,Balcony,Small,Medium,Regular,Decoration,Spider Plant
Residential,43,20.6,44.3,18.2,2.9,0.13,54.3,High,11,17,36,42,50,13,Partial Shade,Sandy,6.0,Good,Outdoor,Large,High,Frequent,Shade,Neem
Residential,84,24.8,45.3,15.9,7.8,0.8,45.1,High,29,29,30,92,127,12,Full Shade,Sandy,5.0,Moderate,Balcony,Small,Medium,Rare,Air Purification,Snake Plant
Residential,75,27.0,49.6,6.5,0.6,0.78,42.4,Medium,146,19,30,90,56,3,Full Sun,Sandy,5.7,Good,Outdoor,Large,Low,Frequent,Edible,Coconut
Residential,105,12.0,25.3,18.7,6.5,0.59,34.6,High,9,35,22,53,227,13,Full Sun,Loamy,7.4,Poor,Outdoor,Large,Medium,Regular,Shade,Banyan
Residential,58,32.3,69.5,19.5,4.8,0.37,51.7,Medium,143,99,18,39,304,18,Full Sun,Sandy,7.7,Good,Indoor,Medium,High,Regular,Shade,Areca Palm
Urban,92,32.9,68.7,10.8,7.4,0.11,36.8,Low,39,75,15,94,142,9,Full Sun,Loamy,6.8,Good,Balcony,Small,High,Regular,Shade,Bamboo
Urban,70,41.9,90.2,2.9,6.2,0.78,39.0,Medium,149,21,34,90,82,8,Full Sun,Loamy,5.7,Moderate,Outdoor,Large,High,Regular,Air Purification,Banyan
Urban,30,21.3,44.7,11.1,3.3,0.22,41.9,Low,116,41,19,43,253,20,Partial Shade,Sandy,7.9,Poor,Outdoor,Large,Medium,Regular,Edible,Coconut
Residential,41,22.9,49.8,6.4,0.6,0.16,30.2,High,122,22,34,73,288,16,Full Shade,Sandy,5.4,Poor,Balcony,Small,Low,Frequent,Shade,Bamboo
Urban,45,25.3,52.8,7.6,5.5,0.11,39.5,Low,116,30,28,33,358,1,Full Sun,Loamy,6.0,Poor,Outdoor,Large,Medium,Regular,Shade,Mango
Residential,90,35.2,65.5,15.9,7.0,0.74,83.7,Medium,16,11,23,48,211,10,Full Sun,Loamy,7.2,Good,Outdoor,Large,Low,Frequent,Shade,Neem
Residential,100,23.0,44.8,8.2,2.8,0.28,42.1,Medium,24,78,20,48,248,13,Partial Shade,Sandy,6.8,Good,Balcony,Small,Low,Frequent,Air Purification,Snake Plant
Urban,103,30.5,65.9,5.1,4.8,0.43,83.8,High,26,11,24,83,163,7,Full Sun,Sandy,6.1,Moderate,Outdoor,Large,High,Regular,Shade,Banyan
Residential,34,24.1,51.7,1.4,5.5,0.37,40.5,Medium,140,68,22,69,196,12,Full Sun,Loamy,7.8,Good,Indoor,Medium,High,Frequent,Edible,Tulsi
Urban,87,27.8,55.8,2.5,6.8,0.22,57.3,Low,47,45,35,32,208,8,Full Sun,Clay,8.0,Good,Outdoor,Large,Medium,Rare,Edible,Guava
Residential,98,28.2,60.9,7.0,4.1,0.34,46.3,Medium,60,48,32,91,222,15,Full Sun,Loamy,5.8,Poor,Outdoor,Large,Medium,Rare,Air Purification,Neem
Residential,62,10.8,23.4,2.7,3.1,0.27,66.1,Medium,39,15,33,67,147,18,Partial Shade,Sandy,8.0,Good,Indoor,Medium,High,Regular,Decoration,Spider Plant
Rural,81,30.7,59.8,9.8,3.2,0.23,57.5,Medium,51,13,18,81,57,8,Full Sun,Loamy,5.1,Good,Outdoor,Large,Medium,Rare,Shade,Neem
Urban,84,14.8,27.2,6.2,2.6,0.76,57.0,Medium,148,16,33,33,373,4,Full Sun,Loamy,6.1,Good,Outdoor,Large,Low,Regular,Decoration,Ashoka
Rural,63,30.4,61.0,7.1,1.5,0.38,32.5,Low,98,48,37,30,220,0,Full Sun,Sandy,7.8,Moderate,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Urban,75,34.9,73.7,17.9,0.5,0.7,59.0,Medium,142,11,16,32,87,20,Partial Shade,Loamy,7.0,Moderate,Indoor,Medium,High,Regular,Air Purification,Peace Lily
Urban,55,24.0,49.5,11.3,2.5,0.26,37.6,Low,57,99,35,68,321,11,Full Shade,Loamy,5.5,Poor,Indoor,Medium,High,Frequent,Air Purification,Peace Lily
Rural,89,15.7,29.7,1.4,0.7,0.31,34.5,High,97,32,18,68,207,12,Full Sun,Loamy,5.3,Good,Outdoor,Large,Medium,Frequent,Decoration,Ashoka
Rural,57,12.2,26.6,13.4,3.7,0.31,61.8,Medium,106,63,29,90,386,19,Full Sun,Loamy,7.7,Moderate,Outdoor,Large,Low,Rare,Shade,Neem
Residential,85,25.9,48.0,2.3,7.9,0.41,35.1,Medium,9,46,36,47,121,0,Partial Shade,Clay,7.4,Good,Outdoor,Large,Low,Rare,Edible,Guava
Residential,85,40.6,86.8,1.9,4.7,0.45,44.8,High,110,67,41,93,52,5,Full Sun,Sandy,5.9,Moderate,Balcony,Small,Low,Rare,Decoration,Bougainvillea
Rural,98,41.2,82.1,8.3,1.4,0.29,57.9,Low,111,44,16,48,123,8,Full Sun,Clay,6.4,Moderate,Outdoor,Large,Medium,Frequent,Air Purification,Peepal
Urban,34,10.3,20.7,14.7,1.6,0.34,47.1,Medium,117,78,16,78,393,18,Partial Shade,Sandy,6.2,Good,Balcony,Small,Medium,Frequent,Decoration,Spider Plant
Urban,50,28.2,51.4,8.7,6.7,0.33,46.4,Low,61,51,34,91,59,8,Full Sun,Sandy,5.8,Moderate,Outdoor,Large,Low,Regular,Decoration,Bougainvillea
Rural,33,9.8,18.9,20.0,2.5,0.61,48.2,High,60,43,37,72,69,18,Partial Shade,Loamy,6.0,Moderate,Indoor,Medium,High,Frequent,Decoration,Spider Plant
Residential,95,30.1,59.4,6.7,0.8,0.32,82.7,Low,71,95,28,87,92,10,Full Sun,Clay,6.0,Moderate,Indoor,Medium,Low,Regular,Shade,Areca Palm
Residential,100,22.3,42.1,18.0,0.6,0.21,61.1,High,89,13,26,63,247,15,Full Sun,Sandy,6.1,Good,Balcony,Small,Medium,Frequent,Shade,Bamboo
Rural,86,19.3,38.8,15.6,7.2,0.4,42.2,High,38,87,25,62,300,10,Full Sun,Sandy,5.1,Good,Outdoor,Large,High,Rare,Shade,Neem
Urban,34,9.5,17.5,13.7,5.9,0.64,30.8,Medium,123,28,41,51,92,3,Partial Shade,Clay,6.1,Good,Outdoor,Large,Low,Regular,Shade,Mango
Rural,85,42.0,82.0,14.2,4.2,0.12,78.6,Medium,131,22,30,41,63,20,Full Shade,Clay,6.0,Moderate,Outdoor,Large,Low,Rare,Decoration,Bamboo
Residential,62,15.3,31.7,2.8,1.7,0.51,50.8,High,40,33,32,33,89,9,Full Sun,Clay,8.1,Moderate,Outdoor,Large,Medium,Regular,Air Purification,Peepal
Urban,91,37.1,80.6,7.0,7.0,0.63,86.3,Medium,119,99,18,74,371,11,Partial Shade,Loamy,6.9,Good,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Urban,60,31.2,61.9,6.0,1.0,0.63,54.6,Medium,110,90,27,74,391,2,Full Sun,Loamy,5.5,Poor,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Urban,51,12.7,25.7,14.8,4.1,0.5,40.9,High,65,56,29,92,359,15,Full Sun,Loamy,8.1,Good,Outdoor,Large,Medium,Rare,Air Purification,Neem
Residential,83,9.5,18.5,8.6,1.7,0.61,47.2,Low,9,30,15,69,193,0,Partial Shade,Loamy,7.8,Good,Balcony,Small,High,Frequent,Shade,Bamboo
Urban,105,34.6,65.0,7.8,2.0,0.38,47.4,High,17,74,27,90,136,11,Partial Shade,Sandy,5.7,Good,Balcony,Small,High,Frequent,Decoration,Spider Plant
Residential,46,12.7,27.2,11.0,3.4,0.28,87.5,Low,7,75,26,46,180,16,Full Sun,Sandy,5.4,Good,Outdoor,Large,Low,Regular,Shade,Mango
Rural,71,9.5,19.8,1.1,7.6,0.75,54.6,Medium,76,70,24,45,250,8,Full Sun,Loamy,7.5,Moderate,Outdoor,Large,Low,Frequent,Edible,Guava
Residential,77,23.4,45.6,12.5,5.9,0.79,63.4,Low,60,23,23,49,160,0,Partial Shade,Loamy,5.1,Good,Outdoor,Large,Low,Regular,Air Purification,Neem
Urban,65,11.1,23.3,12.7,2.7,0.77,76.1,High,102,61,19,60,282,10,Full Sun,Clay,6.7,Good,Outdoor,Large,Medium,Rare,Shade,Neem
Residential,89,16.7,35.0,9.4,4.2,0.43,66.7,Medium,17,84,34,65,179,10,Full Shade,Loamy,7.6,Good,Balcony,Small,High,Regular,Shade,Bamboo
Residential,38,28.4,52.4,12.0,4.6,0.19,54.3,Medium,46,31,36,61,142,18,Partial Shade,Sandy,7.5,Moderate,Outdoor,Large,Medium,Rare,Edible,Coconut
Residential,46,31.7,65.6,7.3,7.3,0.2,76.6,Medium,20,48,16,45,250,1,Full Sun,Sandy,7.3,Poor,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Urban,34,11.1,24.1,13.7,3.1,0.26,81.4,High,112,91,22,91,230,2,Partial Shade,Loamy,5.9,Moderate,Indoor,Medium,Medium,Regular,Decoration,Spider Plant
Urban,73,23.7,44.4,12.5,6.5,0.69,60.6,High,55,81,40,83,71,10,Partial Shade,Loamy,7.3,Moderate,Indoor,Medium,Low,Regular,Decoration,Money Plant
Residential,41,25.9,54.2,17.2,6.2,0.32,49.3,Medium,136,43,35,90,374,3,Partial Shade,Loamy,8.2,Moderate,Balcony,Small,High,Frequent,Edible,Aloe Vera
Rural,48,17.5,35.6,6.2,2.6,0.16,44.8,High,7,51,34,32,345,11,Full Sun,Sandy,5.5,Moderate,Outdoor,Large,Medium,Regular,Shade,Mango
Residential,38,37.3,73.6,11.6,7.7,0.27,47.5,High,89,82,38,94,136,9,Full Sun,Sandy,5.0,Good,Outdoor,Large,Medium,Rare,Air Purification,Neem
Rural,82,34.7,73.8,5.0,3.1,0.54,44.4,Medium,98,21,39,75,319,16,Partial Shade,Loamy,7.8,Moderate,Outdoor,Large,High,Rare,Edible,Guava
Residential,92,19.2,40.8,2.0,6.7,0.15,48.2,Low,115,32,15,86,215,19,Full Shade,Clay,6.2,Good,Indoor,Medium,Medium,Frequent,Decoration,Peace Lily
Urban,78,41.2,81.3,2.6,1.7,0.78,65.4,Low,107,55,16,74,171,14,Partial Shade,Sandy,5.0,Good,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Residential,101,10.5,22.0,19.0,4.3,0.78,78.7,Medium,104,88,30,46,225,3,Partial Shade,Loamy,5.1,Moderate,Indoor,Medium,Medium,Rare,Air Purification,Snake Plant
Residential,80,31.1,64.2,1.8,2.0,0.45,34.5,Medium,34,76,38,58,99,19,Partial Shade,Loamy,7.4,Moderate,Indoor,Medium,Medium,Rare,Edible,Aloe Vera
Residential,82,12.2,24.7,6.9,7.4,0.32,49.6,High,32,63,41,73,119,0,Partial Shade,Loamy,7.7,Moderate,Outdoor,Large,Medium,Regular,Edible,Mango
Residential,78,23.6,46.2,13.2,4.4,0.54,79.6,Low,24,85,30,58,138,9,Partial Shade,Loamy,6.7,Moderate,Outdoor,Large,Low,Regular,Edible,Mango
Rural,91,9.4,19.1,1.3,6.0,0.49,77.4,Medium,109,47,39,62,370,1,Full Shade,Loamy,7.6,Moderate,Outdoor,Large,High,Regular,Shade,Mango
Residential,78,26.2,50.1,11.0,2.7,0.36,85.1,Medium,75,49,40,81,321,13,Full Sun,Loamy,6.0,Moderate,Outdoor,Large,Medium,Rare,Edible,Guava
Urban,85,27.7,50.2,9.2,7.8,0.41,50.9,Medium,120,37,40,71,350,8,Full Shade,Loamy,7.2,Good,Indoor,Medium,Low,Frequent,Air Purification,Snake Plant
Rural,80,18.8,33.9,14.7,6.1,0.12,87.9,High,108,51,17,32,182,19,Full Sun,Loamy,7.9,Moderate,Outdoor,Large,Low,Rare,Air Purification,Neem
Residential,38,20.5,41.9,1.9,8.0,0.55,81.3,Medium,38,45,18,62,222,15,Partial Shade,Sandy,7.9,Poor,Indoor,Medium,Medium,Frequent,Edible,Tulsi
Rural,68,29.3,60.2,3.8,1.9,0.65,76.4,Medium,66,44,29,74,267,5,Full Sun,Loamy,5.6,Moderate,Outdoor,Large,Medium,Rare,Edible,Guava
Rural,90,33.3,72.9,1.2,6.9,0.33,64.7,Medium,25,61,31,36,129,14,Partial Shade,Clay,7.4,Good,Outdoor,Large,Medium,Regular,Shade,Mango
Urban,78,31.4,59.5,5.3,5.5,0.47,40.2,Medium,38,42,41,93,209,13,Full Sun,Loamy,7.2,Poor,Outdoor,Large,Medium,Rare,Edible,Guava
Urban,71,10.4,21.6,19.6,3.7,0.17,35.2,Low,86,36,40,40,240,14,Full Shade,Loamy,5.8,Moderate,Indoor,Medium,Medium,Regular,Edible,Tulsi
Residential,101,30.9,60.6,13.5,5.0,0.5,69.6,High,149,51,27,47,55,8,Partial Shade,Clay,5.9,Moderate,Indoor,Medium,Medium,Frequent,Shade,Snake Plant
Residential,103,17.2,32.3,13.0,4.0,0.42,71.3,High,65,22,32,87,144,4,Full Sun,Loamy,5.2,Good,Outdoor,Large,Medium,Regular,Decoration,Ashoka
Urban,33,24.7,48.9,13.6,6.2,0.75,44.1,Low,94,64,38,77,371,14,Full Sun,Sandy,6.1,Moderate,Outdoor,Large,Medium,Rare,Edible,Coconut
Urban,105,22.6,45.9,9.3,2.0,0.11,51.5,Medium,62,91,21,33,348,15,Partial Shade,Sandy,5.9,Good,Balcony,Small,Low,Rare,Air Purification,Snake Plant
Urban,91,11.2,24.6,11.5,2.1,0.27,55.0,Medium,122,89,21,45,335,3,Full Sun,Loamy,6.4,Good,Outdoor,Large,Medium,Rare,Air Purification,Neem
Urban,47,23.5,49.6,15.3,0.9,0.68,33.7,High,53,28,22,93,93,5,Full Sun,Sandy,6.0,Moderate,Balcony,Small,Low,Regular,Edible,Guava
Urban,60,37.8,74.3,9.6,6.8,0.72,78.6,High,35,77,32,87,151,18,Partial Shade,Loamy,6.9,Good,Indoor,Medium,Low,Frequent,Decoration,Money Plant
Residential,57,10.4,19.0,5.8,7.8,0.37,85.5,High,63,55,35,92,368,18,Full Shade,Clay,5.6,Good,Balcony,Small,Medium,Frequent,Air Purification,Snake Plant
Residential,90,36.6,69.0,18.4,7.4,0.18,51.1,Low,20,93,39,39,51,20,Full Shade,Loamy,6.4,Good,Indoor,Medium,High,Regular,Edible,Tulsi
Rural,52,32.0,70.0,19.1,4.4,0.16,53.5,High,59,37,25,38,213,10,Partial Shade,Sandy,5.8,Good,Balcony,Small,Low,Frequent,Edible,Aloe Vera
Residential,33,42.5,85.3,15.8,1.4,0.18,63.5,High,136,57,23,64,107,9,Partial Shade,Loamy,6.2,Good,Balcony,Small,High,Rare,Shade,Bamboo
Residential,32,17.7,32.0,7.0,7.9,0.79,59.9,High,100,69,16,44,382,8,Full Sun,Sandy,7.8,Good,Balcony,Small,Low,Rare,Decoration,Bougainvillea
Rural,74,25.9,53.5,9.7,3.8,0.62,33.1,Medium,27,31,32,82,132,14,Partial Shade,Loamy,6.9,Moderate,Indoor,Medium,Medium,Rare,Decoration,Spider Plant
Residential,41,15.3,33.2,14.1,5.5,0.13,65.5,Medium,48,12,37,82,323,14,Full Sun,Loamy,6.4,Moderate,Indoor,Medium,Low,Frequent,Decoration,Areca Palm
Residential,73,40.1,79.0,5.4,3.3,0.68,67.6,Medium,123,63,32,55,54,15,Full Sun,Loamy,6.0,Poor,Balcony,Small,Medium,Frequent,Decoration,Bougainvillea
Residential,30,17.7,37.7,19.0,3.4,0.57,51.1,High,68,94,22,51,382,6,Partial Shade,Sandy,7.6,Good,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Urban,37,32.5,71.1,10.2,7.9,0.17,65.5,High,23,78,32,90,343,8,Full Shade,Clay,7.0,Moderate,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Residential,98,42.9,88.2,1.1,3.3,0.47,69.2,Low,140,16,21,53,192,4,Full Shade,Sandy,6.3,Good,Outdoor,Large,High,Regular,Decoration,Areca Palm
Residential,96,12.7,27.7,1.5,5.5,0.32,79.4,High,34,23,38,31,284,7,Partial Shade,Loamy,6.2,Moderate,Indoor,Medium,Low,Frequent,Shade,Snake Plant
Urban,64,15.1,30.3,4.5,5.2,0.53,47.6,Medium,15,59,38,66,289,16,Partial Shade,Sandy,5.8,Good,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Residential,45,34.4,74.8,10.8,5.1,0.4,44.1,Medium,54,42,28,40,246,5,Full Sun,Sandy,5.4,Good,Outdoor,Large,Low,Regular,Edible,Coconut
Rural,60,34.1,69.7,12.7,5.6,0.25,55.2,Medium,120,50,20,66,67,19,Partial Shade,Loamy,7.9,Moderate,Outdoor,Large,Medium,Regular,Decoration,Areca Palm
Residential,33,24.9,50.5,2.0,3.9,0.49,45.9,High,110,40,38,77,71,2,Full Shade,Clay,5.7,Good,Indoor,Medium,Medium,Regular,Decoration,Peace Lily
Rural,57,29.2,58.1,12.0,6.6,0.29,79.1,High,108,98,17,64,203,14,Partial Shade,Loamy,5.7,Good,Outdoor,Large,Low,Rare,Air Purification,Neem
Residential,45,36.9,79.0,11.1,2.5,0.18,52.3,Medium,131,36,41,30,72,10,Partial Shade,Sandy,7.8,Good,Balcony,Small,Low,Rare,Shade,Bamboo
Urban,37,14.6,30.6,1.2,6.1,0.7,70.0,High,138,20,16,94,250,19,Partial Shade,Loamy,6.3,Good,Outdoor,Large,Medium,Frequent,Edible,Guava
Rural,59,17.2,31.8,16.1,7.2,0.62,44.7,Medium,121,76,40,79,325,18,Full Sun,Sandy,7.3,Moderate,Indoor,Medium,Low,Rare,Decoration,Areca Palm
Urban,91,9.3,18.0,7.9,3.2,0.75,31.0,Medium,56,48,39,68,302,5,Full Sun,Loamy,6.2,Good,Balcony,Small,Low,Regular,Shade,Bamboo
Urban,41,18.5,33.5,9.4,0.9,0.62,85.1,Low,104,16,31,45,285,19,Full Sun,Loamy,6.2,Good,Outdoor,Large,Medium,Rare,Edible,Guava
Residential,83,15.2,29.2,7.4,5.1,0.44,41.8,High,104,53,38,75,206,15,Partial Shade,Loamy,5.5,Moderate,Indoor,Medium,Low,Rare,Decoration,Money Plant
Residential,43,30.1,57.3,1.8,1.0,0.18,51.4,Medium,48,31,32,82,57,2,Full Sun,Loamy,6.0,Good,Balcony,Small,Medium,Regular,Decoration,Bougainvillea
Urban,97,12.9,25.6,4.4,3.5,0.72,38.2,Low,14,19,37,60,234,6,Full Shade,Sandy,7.0,Poor,Balcony,Small,Low,Regular,Air Purification,Areca Palm
Residential,93,38.9,80.0,15.8,3.1,0.45,84.1,Low,91,90,35,37,98,1,Full Shade,Sandy,6.2,Poor,Balcony,Small,Medium,Regular,Air Purification,Areca Palm
Residential,30,15.1,31.0,18.5,6.8,0.15,56.5,Medium,54,32,41,60,346,18,Partial Shade,Loamy,6.5,Good,Indoor,Medium,Low,Regular,Decoration,Money Plant
Rural,32,19.5,39.6,10.6,5.6,0.75,75.3,Medium,89,71,34,49,168,7,Partial Shade,Sandy,6.7,Good,Outdoor,Large,Low,Regular,Air Purification,Neem
Urban,31,9.3,18.4,4.9,2.6,0.64,76.8,High,83,19,30,68,89,0,Full Sun,Loamy,6.3,Good,Outdoor,Large,Low,Regular,Air Purification,Neem
